,ages,metric,ncond,age,saddle,decimalPrice,isFav,RPR,TR,OR,father,weight,res_win
17830,4yo+,1407.0,0,4.0,15.0,0.024390243902439025,0,46.0,29.0,53.0,Havana Gold,58,0.0
17831,4yo+,1407.0,0,5.0,12.0,0.038461538461538464,0,37.0,20.0,45.0,Arcano,54,0.0
17832,4yo+,1407.0,0,5.0,5.0,0.03448275862068965,0,50.0,33.0,60.0,Fast Company,61,0.0
17833,4yo+,1407.0,0,4.0,3.0,0.05882352941176471,0,47.0,29.0,61.0,Dandy Man,59,0.0
17835,4yo+,1206.0,0,4.0,2.0,0.2,0,105.0,71.0,90.0,Exceed And Excel,61,1.0
17836,4yo+,1206.0,0,5.0,3.0,0.3636363636363637,1,92.0,56.0,83.0,Declaration Of War,58,0.0
17837,4yo+,1206.0,0,4.0,6.0,0.16666666666666666,0,80.0,42.0,80.0,Gregorian,57,0.0
17839,4yo+,1206.0,0,4.0,5.0,0.14285714285714285,0,77.0,39.0,81.0,Kodiac,55,0.0
17840,4yo+,1206.0,0,4.0,4.0,0.07692307692307693,0,77.0,38.0,81.0,No Nay Never,57,0.0
17841,4yo+,1206.0,0,4.0,9.0,0.09090909090909093,0,68.0,27.0,77.0,Scat Daddy,55,0.0
17842,4yo+,1206.0,0,5.0,7.0,0.03448275862068965,0,65.0,23.0,80.0,Havana Gold,57,0.0
17843,4yo+,1206.0,0,6.0,1.0,0.05882352941176471,0,52.0,3.0,94.0,Exceed And Excel,63,0.0
17846,5yo+,4827.0,9,8.0,1.0,0.125,0,136.0,112.0,135.0,Ask,73,0.0
17849,5yo+,4827.0,9,7.0,5.0,0.10526315789473684,0,106.0,80.0,130.0,Stowaway,71,0.0
17856,4yo+,3720.5,9,5.0,1.0,0.2222222222222222,0,115.0,79.0,122.0,Getaway,72,0.0
17867,4yo+,4625.0,9,6.0,4.0,0.2222222222222222,1,124.0,117.0,116.0,Westerner,73,0.0
17868,4yo+,4625.0,9,6.0,11.0,0.13333333333333333,0,102.0,93.0,102.0,Fame And Glory,65,0.0
17869,4yo+,4625.0,9,10.0,6.0,0.1176470588235294,0,75.0,72.0,113.0,Black Sam Bellamy,72,0.0
17870,4yo+,4625.0,9,8.0,1.0,0.05263157894736842,0,81.0,77.0,120.0,Ask,75,0.0
17876,4yo+,3720.5,9,6.0,4.0,0.2857142857142857,0,120.0,71.0,114.0,Stowaway,68,1.0
17877,4yo+,3720.5,9,5.0,3.0,0.3636363636363637,1,119.0,69.0,118.0,Cokoriko,71,0.0
17878,4yo+,3720.5,9,8.0,2.0,0.2222222222222222,0,113.0,64.0,118.0,Kapgarde,71,0.0
17879,4yo+,3720.5,9,10.0,5.0,0.1,0,110.0,59.0,114.0,Midnight Legend,69,0.0
17881,4yo+,3720.5,9,9.0,6.0,0.07692307692307693,0,92.0,40.0,112.0,Kayf Tara,68,0.0
17884,5yo+,6133.5,9,13.0,1.0,0.09090909090909093,0,139.0,105.0,135.0,Winged Love,75,0.0
17885,5yo+,6133.5,9,9.0,12.0,0.2222222222222222,1,120.0,90.0,121.0,Black Sam Bellamy,67,0.0
17887,5yo+,6133.5,9,10.0,10.0,0.05882352941176471,0,98.0,73.0,121.0,Westerner,66,0.0
17890,5yo+,6133.5,9,9.0,6.0,0.1,0,99.0,78.0,130.0,Robin Des Champs,71,0.0
17897,4yo+,3419.0,9,6.0,2.0,0.6000000000000001,1,129.0,87.0,125.0,Milan,71,1.0
17898,4yo+,3419.0,9,5.0,1.0,0.3333333333333333,0,124.0,83.0,127.0,Shirocco,71,0.0
17917,4yo+,2413.0,0,4.0,13.0,0.5,1,71.0,51.0,59.0,Camelot,56,1.0
17918,4yo+,2413.0,0,6.0,1.0,0.05882352941176471,0,74.0,53.0,67.0,Lord Shanakill,58,0.0
17919,4yo+,2413.0,0,4.0,5.0,0.16666666666666666,0,71.0,48.0,65.0,Kyllachy,59,0.0
17920,4yo+,2413.0,0,7.0,10.0,0.1111111111111111,0,63.0,41.0,59.0,Mastercraftsman,57,0.0
17921,4yo+,2413.0,0,6.0,15.0,0.06666666666666668,0,54.0,31.0,51.0,Famous Name,53,0.0
17922,4yo+,2413.0,0,5.0,4.0,0.1111111111111111,0,67.0,43.0,64.0,Thewayyouare,59,0.0
17923,4yo+,2413.0,0,8.0,2.0,0.047619047619047616,0,65.0,40.0,65.0,Ask,60,0.0
17924,4yo+,2413.0,0,6.0,12.0,0.038461538461538464,0,56.0,31.0,58.0,Nathaniel,57,0.0
17925,4yo+,2413.0,0,7.0,7.0,0.01492537313432836,0,57.0,30.0,63.0,Paco Boy,56,0.0
17926,4yo+,2413.0,0,5.0,3.0,0.029411764705882363,0,56.0,28.0,65.0,Thewayyouare,60,0.0
17927,4yo+,2413.0,0,5.0,6.0,0.038461538461538464,0,54.0,25.0,63.0,Arcano,58,0.0
17928,4yo+,2413.0,0,5.0,9.0,0.024390243902439025,0,42.0,11.0,61.0,Fast Company,58,0.0
17929,4yo+,2413.0,0,6.0,8.0,0.0196078431372549,0,39.0,7.0,62.0,Zoffany,58,0.0
17937,3yo,1609.0,0,3.0,5.0,0.125,0,60.0,31.0,53.0,War Command,59,1.0
17938,3yo,1609.0,0,3.0,10.0,0.13333333333333333,0,53.0,22.0,49.0,Equiano,57,0.0
17939,3yo,1609.0,0,3.0,3.0,0.2,0,59.0,27.0,55.0,Helmet,58,0.0
17940,3yo,1609.0,0,3.0,4.0,0.13333333333333333,0,58.0,26.0,55.0,Night Of Thunder,58,0.0
17941,3yo,1609.0,0,3.0,6.0,0.2222222222222222,1,54.0,21.0,53.0,Outstrip,59,0.0
17942,3yo,1609.0,0,3.0,1.0,0.029411764705882363,0,54.0,21.0,55.0,Brazen Beau,60,0.0
17943,3yo,1609.0,0,3.0,9.0,0.08333333333333333,0,47.0,13.0,49.0,Hallowed Crown,57,0.0
17953,4yo+,1206.0,0,6.0,6.0,0.25,0,69.0,41.0,59.0,Delegator,59,1.0
17954,4yo+,1206.0,0,10.0,7.0,0.1111111111111111,0,62.0,32.0,57.0,Royal Applause,58,0.0
17955,4yo+,1206.0,0,4.0,2.0,0.3333333333333333,1,65.0,35.0,61.0,Lawman,60,0.0
17956,4yo+,1206.0,0,5.0,5.0,0.2857142857142857,0,60.0,29.0,59.0,Sir Prancealot,59,0.0
17957,4yo+,1206.0,0,6.0,8.0,0.05882352941176471,0,51.0,18.0,55.0,Piccolo,54,0.0
17958,4yo+,1206.0,0,6.0,1.0,0.09090909090909093,0,51.0,16.0,62.0,Zebedee,61,0.0
17962,4yo+,1206.0,0,4.0,3.0,0.09090909090909093,0,67.0,44.0,60.0,Equiano,60,1.0
17963,4yo+,1206.0,0,6.0,5.0,0.2,0,64.0,41.0,59.0,Harbour Watch,59,0.0
17964,4yo+,1206.0,0,6.0,2.0,0.06666666666666668,0,63.0,39.0,60.0,Dark Angel,60,0.0
17965,4yo+,1206.0,0,6.0,4.0,0.18181818181818185,0,59.0,34.0,59.0,Dandy Man,56,0.0
17966,4yo+,1206.0,0,5.0,1.0,0.18181818181818185,0,59.0,33.0,61.0,Kyllachy,60,0.0
17967,4yo+,1206.0,0,8.0,8.0,0.15384615384615385,0,43.0,15.0,53.0,Speightstown,57,0.0
17968,4yo+,1206.0,0,7.0,7.0,0.2222222222222222,1,46.0,17.0,56.0,Kendargent,58,0.0
17969,4yo+,1206.0,0,8.0,11.0,0.0196078431372549,0,33.0,3.0,46.0,Kyllachy,53,0.0
17970,4yo+,1206.0,0,5.0,6.0,0.06666666666666668,0,40.0,9.0,58.0,Fast Company,59,0.0
17971,3yo,1005.0,0,3.0,2.0,0.25,0,74.0,72.0,68.0,Coach House,59,1.0
17972,3yo,1005.0,0,3.0,1.0,0.4545454545454545,1,75.0,73.0,70.0,Sixties Icon,60,0.0
17973,3yo,1005.0,0,3.0,7.0,0.1,0,52.0,49.0,58.0,Camacho,54,0.0
17974,3yo,1005.0,0,3.0,3.0,0.1,0,54.0,50.0,65.0,Tamayuz,58,0.0
17975,3yo,1005.0,0,3.0,6.0,0.05882352941176471,0,34.0,28.0,60.0,Muhaarar,53,0.0
17976,3yo,1005.0,0,3.0,8.0,0.125,0,22.0,16.0,57.0,Hot Streak,51,0.0
18052,4-7yo,3821.0,9,6.0,1.0,0.5,1,119.0,71.0,132.0,Oscar,75,0.0
18056,4-7yo,3821.0,9,5.0,3.0,0.16666666666666666,0,95.0,44.0,118.0,Flemensfirth,70,0.0
18059,4yo,3218.0,9,4.0,2.0,0.2,0,115.0,55.0,123.0,Nathaniel,71,0.0
18060,4yo,3218.0,9,4.0,3.0,0.18181818181818185,0,115.0,54.0,127.0,Zoffany,71,0.0
18061,4yo,3218.0,9,4.0,4.0,0.029411764705882363,0,90.0,23.0,115.0,Havana Gold,68,0.0
18064,5yo+,4022.0,9,9.0,5.0,0.1111111111111111,0,97.0,86.0,90.0,Brian Boru,68,0.0
18065,5yo+,4022.0,9,7.0,2.0,0.3333333333333333,1,109.0,98.0,103.0,Scorpion,74,0.0
18067,5yo+,4022.0,9,9.0,7.0,0.024390243902439025,0,68.0,53.0,79.0,Teofilo,63,0.0
18069,4yo+,3821.0,9,7.0,3.0,0.3636363636363637,1,135.0,115.0,131.0,Gold Well,70,1.0
18070,4yo+,3821.0,9,6.0,4.0,0.08333333333333333,0,130.0,112.0,123.0,Stowaway,70,0.0
18071,4yo+,3821.0,9,5.0,7.0,0.2,0,131.0,112.0,131.0,Mahler,70,0.0
18072,4yo+,3821.0,9,5.0,1.0,0.125,0,105.0,84.0,133.0,Montmartre,73,0.0
18076,4yo+,5229.0,9,6.0,5.0,0.125,0,91.0,32.0,89.0,Presenting,70,0.0
18077,4yo+,5229.0,9,9.0,2.0,0.16666666666666666,0,85.0,25.0,100.0,Black Sam Bellamy,75,0.0
18078,4yo+,5229.0,9,9.0,3.0,0.2857142857142857,1,73.0,19.0,96.0,Kayf Tara,73,0.0
18084,5yo+,4827.0,9,9.0,2.0,0.3636363636363637,1,142.0,127.0,133.0,Midnight Legend,74,1.0
18085,5yo+,4827.0,9,8.0,3.0,0.2857142857142857,0,132.0,118.0,126.0,Stowaway,71,0.0
18086,5yo+,4827.0,9,9.0,4.0,0.3333333333333333,0,84.0,55.0,119.0,Kayf Tara,68,0.0
18089,5yo+,4022.0,9,9.0,2.0,0.05882352941176471,0,137.0,123.0,143.0,Beneficial,72,0.0
18091,5yo+,4022.0,9,9.0,3.0,0.125,0,124.0,109.0,143.0,Montmartre,72,0.0
18092,5yo+,4022.0,9,10.0,5.0,0.1,0,118.0,101.0,136.0,Midnight Legend,67,0.0
18104,4yo+,1910.5,0,6.0,3.0,0.2222222222222222,1,65.0,49.0,59.0,Henrythenavigator,59,1.0
18105,4yo+,1910.5,0,5.0,6.0,0.05882352941176471,0,61.0,44.0,55.0,Zoffany,54,0.0
18106,4yo+,1910.5,0,4.0,1.0,0.15384615384615385,0,68.0,50.0,62.0,Dansili,61,0.0
18107,4yo+,1910.5,0,5.0,2.0,0.2222222222222222,1,60.0,38.0,60.0,Showcasing,60,0.0
18108,4yo+,1910.5,0,9.0,5.0,0.07692307692307693,0,55.0,32.0,56.0,Acclamation,55,0.0
18109,4yo+,1910.5,0,5.0,4.0,0.16666666666666666,0,49.0,23.0,57.0,Iffraaj,56,0.0
18110,4yo+,1910.5,0,6.0,8.0,0.09090909090909093,0,44.0,17.0,52.0,Requinto,56,0.0
18113,4yo+,1910.5,0,7.0,1.0,0.09090909090909093,0,67.0,44.0,61.0,Poet's Voice,61,1.0
18114,4yo+,1910.5,0,7.0,4.0,0.14285714285714285,0,63.0,39.0,58.0,Iffraaj,59,0.0
18115,4yo+,1910.5,0,5.0,2.0,0.4761904761904762,1,62.0,37.0,59.0,Epaulette,57,0.0
18116,4yo+,1910.5,0,8.0,7.0,0.125,0,50.0,23.0,52.0,Cape Cross,53,0.0
18117,4yo+,1910.5,0,8.0,5.0,0.18181818181818185,0,54.0,26.0,56.0,Acclamation,57,0.0
18118,4yo+,1910.5,0,4.0,3.0,0.01492537313432836,0,55.0,26.0,58.0,Intello,59,0.0
18120,4yo+,1910.5,0,4.0,8.0,0.024390243902439025,0,38.0,6.0,47.0,Born To Sea,54,0.0
18122,3yo+,1206.0,0,10.0,5.0,0.2857142857142857,1,81.0,74.0,75.0,Iffraaj,60,1.0
18123,3yo+,1206.0,0,6.0,4.0,0.2857142857142857,1,70.0,60.0,72.0,Zebedee,57,0.0
18124,3yo+,1206.0,0,4.0,1.0,0.029411764705882363,0,63.0,51.0,66.0,Kyllachy,57,0.0
18125,3yo+,1206.0,0,3.0,6.0,0.1,0,44.0,24.0,61.0,Dark Angel,53,0.0
18126,3yo+,1206.0,0,7.0,2.0,0.25,0,43.0,25.0,74.0,Lope De Vega,60,0.0
18128,3yo,1709.5,0,3.0,1.0,0.5454545454545454,1,90.0,42.0,86.0,Dubawi,63,1.0
18129,3yo,1709.5,0,3.0,2.0,0.3809523809523809,0,82.0,34.0,79.0,Kingman,60,0.0
18130,3yo,1709.5,0,3.0,3.0,0.125,0,74.0,25.0,74.0,Requinto,56,0.0
18131,4yo+,1709.5,0,4.0,9.0,0.08333333333333333,0,67.0,42.0,61.0,Invincible Spirit,58,1.0
18132,4yo+,1709.5,0,5.0,12.0,0.125,0,61.0,35.0,56.0,So You Think,54,0.0
18133,4yo+,1709.5,0,5.0,3.0,0.13333333333333333,0,69.0,42.0,64.0,Acclamation,59,0.0
18135,4yo+,1709.5,0,4.0,10.0,0.1,0,61.0,33.0,60.0,Lethal Force,58,0.0
18136,4yo+,1709.5,0,7.0,1.0,0.125,0,65.0,36.0,65.0,Rail Link,58,0.0
18137,4yo+,1709.5,0,5.0,13.0,0.1111111111111111,0,53.0,23.0,55.0,Foxwedge,55,0.0
18138,4yo+,1709.5,0,6.0,7.0,0.08333333333333333,0,60.0,29.0,62.0,Iffraaj,56,0.0
18139,4yo+,1709.5,0,6.0,6.0,0.14285714285714285,1,60.0,29.0,63.0,Big Bad Bob,59,0.0
18140,4yo+,1709.5,0,4.0,8.0,0.08333333333333333,0,56.0,24.0,62.0,Oasis Dream,55,0.0
18141,4yo+,1709.5,0,5.0,11.0,0.0099009900990099,0,44.0,9.0,58.0,Fastnet Rock,55,0.0
18143,3yo+,1407.0,0,5.0,3.0,0.3636363636363637,1,58.0,51.0,50.0,Leroidesanimaux,61,1.0
18144,3yo+,1407.0,0,3.0,6.0,0.08333333333333333,0,53.0,41.0,46.0,Dandy Man,52,0.0
18145,3yo+,1407.0,0,3.0,12.0,0.08333333333333333,0,50.0,39.0,49.0,Lethal Force,50,0.0
18146,3yo+,1407.0,0,3.0,10.0,0.26666666666666666,0,44.0,31.0,50.0,Cable Bay,53,0.0
18147,3yo+,1407.0,0,3.0,7.0,0.13333333333333333,0,36.0,22.0,50.0,Anjaal,53,0.0
18148,3yo+,1407.0,0,3.0,9.0,0.05882352941176471,0,28.0,11.0,50.0,Oasis Dream,53,0.0
18149,3yo+,1407.0,0,4.0,1.0,0.0099009900990099,0,30.0,15.0,36.0,Piccolo,61,0.0
18150,3yo+,1407.0,0,3.0,8.0,0.05882352941176471,0,21.0,2.0,49.0,Muhaarar,53,0.0
18151,3yo+,1407.0,0,3.0,5.0,0.047619047619047616,0,20.0,1.0,41.0,Ivawood,53,0.0
18262,4yo+,1609.0,7,5.0,13.0,0.14285714285714285,0,80.0,65.0,73.0,Kitten's Joy,54,0.0
18263,4yo+,1609.0,7,6.0,4.0,0.047619047619047616,0,86.0,69.0,84.0,Raven's Pass,59,0.0
18264,4yo+,1609.0,7,4.0,8.0,0.1111111111111111,0,79.0,61.0,80.0,Dawn Approach,58,0.0
18265,4yo+,1609.0,7,5.0,10.0,0.08333333333333333,0,76.0,57.0,78.0,Exceed And Excel,57,0.0
18266,4yo+,1609.0,7,4.0,9.0,0.029411764705882363,0,76.0,57.0,79.0,Noble Mission,57,0.0
18267,4yo+,1609.0,7,6.0,6.0,0.15384615384615385,0,77.0,57.0,82.0,Elusive Quality,58,0.0
18268,4yo+,1609.0,7,6.0,12.0,0.16666666666666666,0,66.0,45.0,76.0,Dark Angel,55,0.0
18269,4yo+,1609.0,7,5.0,1.0,0.125,0,71.0,47.0,88.0,Equiano,62,0.0
18270,4yo+,1609.0,7,7.0,11.0,0.05882352941176471,0,40.0,10.0,77.0,Teofilo,56,0.0
18275,3yo+,2011.0,7,6.0,12.0,0.15384615384615385,0,78.0,67.0,67.0,Street Cry,55,1.0
18276,3yo+,2011.0,7,6.0,5.0,0.23076923076923075,1,86.0,74.0,77.0,War Front,60,0.0
18277,3yo+,2011.0,7,6.0,14.0,0.1111111111111111,0,72.0,59.0,64.0,Kitten's Joy,53,0.0
18279,3yo+,2011.0,7,4.0,13.0,0.06666666666666668,0,74.0,58.0,67.0,Mukhadram,54,0.0
18280,3yo+,2011.0,7,4.0,10.0,0.1111111111111111,0,77.0,60.0,73.0,Sea The Stars,58,0.0
18281,3yo+,2011.0,7,5.0,2.0,0.029411764705882363,0,79.0,62.0,78.0,New Approach,60,0.0
18282,3yo+,2011.0,7,5.0,9.0,0.2,0,76.0,58.0,75.0,Dubawi,59,0.0
18283,3yo+,2011.0,7,6.0,6.0,0.06666666666666668,0,69.0,48.0,76.0,Dubawi,59,0.0
18284,3yo+,2011.0,7,6.0,3.0,0.05882352941176471,0,67.0,44.0,77.0,Dansili,60,0.0
18285,3yo+,2011.0,7,5.0,11.0,0.024390243902439025,0,59.0,35.0,69.0,Al Kazeem,56,0.0
18286,3yo+,2011.0,7,6.0,1.0,0.125,0,67.0,42.0,80.0,Street Cry,62,0.0
18288,3yo+,2011.0,7,4.0,7.0,0.05882352941176471,0,55.0,24.0,77.0,Australia,59,0.0
18289,3yo+,2011.0,7,6.0,5.0,0.05882352941176471,0,100.0,86.0,88.0,Lemon Drop Kid,57,1.0
18290,3yo+,2011.0,7,5.0,8.0,0.029411764705882363,0,97.0,81.0,87.0,Teofilo,57,0.0
18291,3yo+,2011.0,7,5.0,1.0,0.25,0,96.0,78.0,102.0,The Factor,58,0.0
18292,3yo+,2011.0,7,5.0,2.0,0.1176470588235294,0,92.0,73.0,88.0,Deep Impact,57,0.0
18294,3yo+,2011.0,7,8.0,4.0,0.047619047619047616,0,80.0,56.0,95.0,Kodiac,57,0.0
18295,3yo+,2011.0,7,4.0,10.0,0.024390243902439025,0,73.0,46.0,89.0,Giant's Causeway,56,0.0
18297,3yo+,2011.0,7,5.0,9.0,0.1111111111111111,0,62.0,29.0,98.0,Street Cry,57,0.0
18300,3yo,1407.0,7,3.0,1.0,0.2857142857142857,1,70.0,45.0,85.0,Street Boss,58,1.0
18305,3yo,1407.0,7,3.0,11.0,0.07692307692307693,0,57.0,30.0,70.0,Into Mischief,57,0.0
18315,3yo+,1005.0,7,4.0,1.0,0.125,0,106.0,88.0,96.0,War Front,57,1.0
18316,3yo+,1005.0,7,6.0,9.0,0.23076923076923075,0,101.0,82.0,103.0,Dark Angel,57,0.0
18317,3yo+,1005.0,7,4.0,5.0,0.2857142857142857,1,96.0,77.0,93.0,Exceed And Excel,57,0.0
18318,3yo+,1005.0,7,6.0,4.0,0.13333333333333333,0,87.0,67.0,96.0,Hard Spun,57,0.0
18319,3yo+,1005.0,7,5.0,7.0,0.15384615384615385,0,85.0,65.0,100.0,Showcasing,57,0.0
18320,3yo+,1005.0,7,4.0,6.0,0.08333333333333333,0,83.0,62.0,93.0,No Nay Never,57,0.0
18321,3yo+,1005.0,7,9.0,3.0,0.15384615384615385,0,82.0,61.0,102.0,Invincible Spirit,57,0.0
18322,3yo+,1005.0,7,5.0,2.0,0.0196078431372549,0,79.0,58.0,90.0,Dubawi,57,0.0
18323,3yo+,1005.0,7,7.0,8.0,0.038461538461538464,0,50.0,26.0,92.0,Speightstown,57,0.0
18324,4yo+,1206.0,7,5.0,3.0,0.2,0,107.0,76.0,88.0,Dubawi,61,1.0
18325,4yo+,1206.0,7,5.0,11.0,0.14285714285714285,0,73.0,37.0,75.0,Iffraaj,54,0.0
18326,4yo+,1206.0,7,7.0,1.0,0.13333333333333333,0,83.0,46.0,89.0,Bahamian Bounty,62,0.0
18327,4yo+,1206.0,7,8.0,6.0,0.05882352941176471,0,74.0,36.0,83.0,Tamayuz,58,0.0
18328,4yo+,1206.0,7,6.0,10.0,0.05882352941176471,0,66.0,28.0,77.0,Harbour Watch,55,0.0
18329,4yo+,1206.0,7,4.0,4.0,0.1,0,65.0,25.0,85.0,Havana Gold,59,0.0
18330,4yo+,1206.0,7,5.0,8.0,0.25,1,57.0,16.0,80.0,Invincible Spirit,57,0.0
18336,3yo+,1407.0,7,7.0,12.0,0.07692307692307693,0,84.0,51.0,69.0,New Approach,57,1.0
18337,3yo+,1407.0,7,4.0,8.0,0.1176470588235294,0,73.0,38.0,72.0,Exceed And Excel,58,0.0
18338,3yo+,1407.0,7,6.0,4.0,0.1,0,71.0,35.0,76.0,Oasis Dream,60,0.0
18339,3yo+,1407.0,7,4.0,14.0,0.07692307692307693,0,46.0,8.0,68.0,Shanghai Bobby,56,0.0
18340,3yo+,1407.0,7,5.0,16.0,0.07692307692307693,0,42.0,3.0,65.0,Shamardal,54,0.0
18341,3yo+,1407.0,7,5.0,2.0,0.03448275862068965,0,54.0,16.0,78.0,Shamardal,61,0.0
18342,3yo+,1407.0,7,7.0,6.0,0.09090909090909093,0,45.0,6.0,75.0,Invincible Spirit,59,0.0
18361,3yo,1609.0,0,3.0,8.0,0.16666666666666666,0,51.0,15.0,46.0,Casamento,51,1.0
18362,3yo,1609.0,0,3.0,4.0,0.3809523809523809,1,68.0,31.0,64.0,Dark Angel,59,0.0
18363,3yo,1609.0,0,3.0,5.0,0.14285714285714285,0,64.0,26.0,64.0,Fountain Of Youth,57,0.0
18364,3yo,1609.0,0,3.0,1.0,0.08333333333333333,0,66.0,27.0,67.0,Showcasing,61,0.0
18365,3yo,1609.0,0,3.0,2.0,0.1,0,64.0,24.0,65.0,Outstrip,60,0.0
18366,3yo,1609.0,0,3.0,7.0,0.2222222222222222,0,60.0,20.0,63.0,Gregorian,59,0.0
18377,4yo+,2011.0,0,5.0,4.0,0.3333333333333333,1,100.0,59.0,93.0,Monsieur Bond,54,1.0
18378,4yo+,2011.0,0,7.0,3.0,0.25,0,107.0,66.0,101.0,Medicean,57,0.0
18379,4yo+,2011.0,0,8.0,5.0,0.18181818181818185,0,89.0,47.0,89.0,Oasis Dream,53,0.0
18380,4yo+,2011.0,0,6.0,1.0,0.125,0,105.0,63.0,108.0,Redoute's Choice,60,0.0
18381,4yo+,2011.0,0,4.0,2.0,0.2222222222222222,0,95.0,53.0,102.0,Poet's Voice,58,0.0
18382,4yo+,2011.0,0,4.0,6.0,0.26666666666666666,0,57.0,51.0,47.0,Clodovil,57,1.0
18385,4yo+,2011.0,0,4.0,3.0,0.047619047619047616,0,43.0,35.0,46.0,Casamento,57,0.0
18386,4yo+,2011.0,0,5.0,4.0,0.047619047619047616,0,36.0,28.0,43.0,Society Rock,53,0.0
18387,4yo+,2011.0,0,5.0,9.0,0.029411764705882363,0,34.0,26.0,37.0,Showcasing,57,0.0
18388,4yo+,2011.0,0,4.0,5.0,0.038461538461538464,0,17.0,7.0,43.0,Bated Breath,57,0.0
18391,3yo,1206.0,0,3.0,1.0,0.2857142857142857,0,89.0,81.0,81.0,Kodiac,58,1.0
18392,3yo,1206.0,0,3.0,3.0,0.32,1,84.0,76.0,79.0,Helmet,58,0.0
18393,3yo,1206.0,0,3.0,2.0,0.06666666666666668,0,79.0,69.0,80.0,Society Rock,59,0.0
18394,3yo,1206.0,0,3.0,5.0,0.26666666666666666,0,75.0,65.0,78.0,Footstepsinthesand,58,0.0
18395,3yo,1206.0,0,3.0,6.0,0.16666666666666666,0,71.0,60.0,77.0,Muhaarar,58,0.0
18396,3yo,1206.0,0,3.0,4.0,0.038461538461538464,0,47.0,29.0,78.0,Bungle Inthejungle,55,0.0
18397,4yo+,1005.0,0,5.0,2.0,0.4761904761904762,1,91.0,76.0,83.0,Power,60,1.0
18398,4yo+,1005.0,0,9.0,3.0,0.2222222222222222,0,85.0,70.0,78.0,Kodiac,58,0.0
18399,4yo+,1005.0,0,8.0,4.0,0.125,0,78.0,62.0,76.0,Exceed And Excel,57,0.0
18400,4yo+,1005.0,0,7.0,1.0,0.18181818181818185,0,84.0,68.0,86.0,Sakhee's Secret,61,0.0
18401,4yo+,1005.0,0,6.0,5.0,0.125,0,69.0,52.0,75.0,Requinto,56,0.0
18419,4yo,3218.0,9,4.0,1.0,0.15384615384615385,0,119.0,85.0,129.0,Helmet,69,0.0
18425,5yo+,4022.0,9,7.0,10.0,0.1111111111111111,0,127.0,29.0,116.0,Trans Island,63,1.0
18426,5yo+,4022.0,9,7.0,12.0,0.25,1,113.0,15.0,104.0,Gold Well,58,0.0
18427,5yo+,4022.0,9,7.0,3.0,0.09090909090909093,0,130.0,32.0,125.0,Court Cave,71,0.0
18429,5yo+,4022.0,9,7.0,8.0,0.13333333333333333,0,119.0,19.0,116.0,Doyen,67,0.0
18430,5yo+,4022.0,9,6.0,1.0,0.05882352941176471,0,129.0,30.0,129.0,Doyen,70,0.0
18431,5yo+,4022.0,9,10.0,9.0,0.09090909090909093,0,113.0,14.0,116.0,Jeremy,64,0.0
18432,5yo+,4022.0,9,5.0,5.0,0.07692307692307693,0,108.0,6.0,123.0,Galileo,68,0.0
18437,4yo+,4022.0,9,5.0,10.0,0.23076923076923075,1,106.0,29.0,95.0,Milan,68,1.0
18439,4yo+,4022.0,9,8.0,12.0,0.05882352941176471,0,101.0,23.0,90.0,Yeats,67,0.0
18440,4yo+,4022.0,9,9.0,4.0,0.05882352941176471,0,102.0,18.0,100.0,Oscar,72,0.0
18443,4yo+,4022.0,9,9.0,6.0,0.043478260869565216,0,92.0,10.0,99.0,Beneficial,73,0.0
18446,4yo+,4022.0,9,7.0,1.0,0.125,0,88.0,7.0,102.0,Doyen,72,0.0
18447,4yo+,4022.0,9,13.0,5.0,0.06666666666666668,0,84.0,2.0,100.0,Shantou,74,0.0
18448,4yo+,4022.0,9,9.0,2.0,0.06666666666666668,0,83.0,1.0,101.0,Scorpion,71,0.0
18458,5yo+,5028.0,9,10.0,4.0,0.3478260869565217,0,164.0,53.0,152.0,Network,69,1.0
18459,5yo+,5028.0,9,10.0,1.0,0.2,0,160.0,49.0,163.0,King's Theatre,74,0.0
18460,5yo+,5028.0,9,10.0,5.0,0.3636363636363637,1,149.0,39.0,158.0,Saddler Maker,69,0.0
18461,5yo+,5028.0,9,11.0,3.0,0.05882352941176471,0,153.0,43.0,150.0,Brian Boru,72,0.0
18462,5yo+,5028.0,9,12.0,6.0,0.06666666666666668,0,121.0,10.0,148.0,Presenting,69,0.0
18465,5yo+,3519.5,9,7.0,3.0,0.2,0,127.0,105.0,122.0,Voix Du Nord,75,0.0
18486,4yo+,4223.0,10,7.0,6.0,0.2222222222222222,1,138.0,92.0,131.0,Getaway,73,1.0
18487,4yo+,4223.0,10,7.0,3.0,0.15384615384615385,0,139.0,94.0,133.0,Gold Well,74,0.0
18488,4yo+,4223.0,10,5.0,10.0,0.08333333333333333,0,131.0,87.0,128.0,Power,72,0.0
18489,4yo+,4223.0,10,5.0,9.0,0.14285714285714285,0,130.0,85.0,128.0,Teofilo,72,0.0
18490,4yo+,4223.0,10,7.0,15.0,0.06666666666666668,0,122.0,78.0,123.0,Midnight Legend,69,0.0
18491,4yo+,4223.0,10,6.0,16.0,0.07692307692307693,0,117.0,72.0,118.0,Milan,67,0.0
18492,4yo+,4223.0,10,7.0,2.0,0.07692307692307693,0,132.0,87.0,134.0,Kayf Tara,74,0.0
18493,4yo+,4223.0,10,5.0,17.0,0.05882352941176471,0,107.0,63.0,113.0,Henrythenavigator,62,0.0
