,ages,metric,ncond,age,saddle,decimalPrice,isFav,RPR,TR,OR,father,weight,res_win
65262,4yo+,1709.5,5,7.0,1.0,0.006622516556291391,0,57.0,35.0,90.0,Fast Company,62,0.0
65263,4yo+,1709.5,5,5.0,1.0,0.23076923076923075,0,96.0,69.0,90.0,Sepoy,61,0.0
65264,4yo+,1709.5,5,6.0,2.0,0.03448275862068965,0,96.0,65.0,89.0,Aqlaam,61,1.0
65265,4yo+,1709.5,5,5.0,5.0,0.23076923076923075,0,85.0,52.0,83.0,Helmet,58,0.0
65266,4yo+,1709.5,5,4.0,9.0,0.26666666666666666,1,73.0,39.0,71.0,Makfi,53,0.0
65267,4yo+,1709.5,5,9.0,3.0,0.16666666666666666,0,83.0,48.0,87.0,Invincible Spirit,60,0.0
65268,4yo+,1709.5,5,7.0,6.0,0.15384615384615385,0,69.0,32.0,79.0,Iffraaj,56,0.0
65269,4yo+,1709.5,5,4.0,8.0,0.043478260869565216,0,58.0,19.0,75.0,Siyouni,54,0.0
65270,4yo+,1709.5,5,8.0,4.0,0.029411764705882363,0,61.0,20.0,85.0,Bahamian Bounty,59,0.0
65271,3yo,1709.5,5,3.0,1.0,0.4,1,85.0,68.0,76.0,Zoffany,63,1.0
65272,3yo,1709.5,5,3.0,3.0,0.047619047619047616,0,73.0,54.0,70.0,Helmet,60,0.0
65273,3yo,1709.5,5,3.0,10.0,0.1111111111111111,0,60.0,40.0,60.0,Casamento,55,0.0
65274,3yo,1709.5,5,3.0,4.0,0.0196078431372549,0,69.0,49.0,70.0,Equiano,58,0.0
65275,3yo,1709.5,5,3.0,6.0,0.1111111111111111,0,64.0,42.0,69.0,Dandy Man,59,0.0
65276,3yo,1709.5,5,3.0,5.0,0.13333333333333333,0,60.0,37.0,69.0,Exceed And Excel,59,0.0
65277,3yo,1709.5,5,3.0,7.0,0.23076923076923075,0,55.0,32.0,65.0,Acclamation,58,0.0
65278,3yo,1709.5,5,3.0,8.0,0.038461538461538464,0,53.0,29.0,64.0,Sea The Moon,55,0.0
65281,4yo+,2614.0,5,5.0,12.0,0.125,0,70.0,46.0,60.0,Society Rock,53,1.0
65282,4yo+,2614.0,5,8.0,2.0,0.18181818181818185,0,81.0,55.0,77.0,Multiplex,58,0.0
65283,4yo+,2614.0,5,4.0,9.0,0.16666666666666666,0,63.0,34.0,66.0,Nathaniel,56,0.0
65284,4yo+,2614.0,5,9.0,1.0,0.13333333333333333,0,71.0,41.0,77.0,Sixties Icon,61,0.0
65285,4yo+,2614.0,5,6.0,4.0,0.01492537313432836,0,62.0,30.0,72.0,Mastercraftsman,58,0.0
65286,4yo+,2614.0,5,6.0,6.0,0.024390243902439025,0,58.0,25.0,70.0,Nayef,58,0.0
65287,4yo+,2614.0,5,5.0,10.0,0.14285714285714285,0,53.0,19.0,66.0,Excelebration,56,0.0
65291,3yo,2011.0,5,3.0,3.0,0.2857142857142857,1,78.0,55.0,71.0,Teofilo,58,1.0
65292,3yo,2011.0,5,3.0,10.0,0.1111111111111111,0,70.0,47.0,66.0,Hallowed Crown,58,0.0
65293,3yo,2011.0,5,3.0,5.0,0.05263157894736842,0,73.0,50.0,70.0,Tamayuz,58,0.0
65294,3yo,2011.0,5,3.0,2.0,0.1176470588235294,0,71.0,47.0,71.0,Starspangledbanner,60,0.0
65295,3yo,2011.0,5,3.0,4.0,0.13333333333333333,0,66.0,42.0,70.0,Showcasing,60,0.0
65296,3yo,2011.0,5,3.0,11.0,0.15384615384615385,0,58.0,33.0,66.0,Kendargent,58,0.0
65297,3yo,2011.0,5,3.0,6.0,0.029411764705882363,0,46.0,21.0,69.0,Fast Company,59,0.0
65298,3yo,2011.0,5,3.0,12.0,0.05263157894736842,0,28.0,3.0,62.0,Fountain Of Youth,56,0.0
65299,3yo,2011.0,5,3.0,9.0,0.029411764705882363,0,30.0,5.0,66.0,Canford Cliffs,58,0.0
65300,3yo,2011.0,5,3.0,8.0,0.23076923076923075,0,29.0,4.0,67.0,Muhaarar,58,0.0
65307,3yo,1206.0,5,3.0,1.0,0.14285714285714285,0,87.0,47.0,82.0,Mukhadram,59,0.0
65308,3yo,1206.0,5,3.0,9.0,0.32,1,81.0,40.0,78.0,Lethal Force,59,0.0
65309,3yo,1206.0,5,3.0,3.0,0.09090909090909093,0,67.0,22.0,80.0,Zebedee,60,0.0
65311,3yo,1206.0,5,3.0,4.0,0.125,0,57.0,10.0,80.0,Night Of Thunder,60,0.0
65312,3yo,1206.0,5,3.0,5.0,0.13333333333333333,0,55.0,7.0,78.0,Fountain Of Youth,59,0.0
65315,3yo,1206.0,5,3.0,8.0,0.05882352941176471,0,42.0,1.0,78.0,Make Believe,58,0.0
65318,4yo+,1005.0,5,6.0,2.0,0.2857142857142857,1,88.0,78.0,74.0,Holy Roman Emperor,59,1.0
65319,4yo+,1005.0,5,4.0,1.0,0.2857142857142857,1,64.0,51.0,75.0,Dandy Man,60,0.0
65320,4yo+,1005.0,5,7.0,3.0,0.2173913043478261,0,58.0,45.0,72.0,Showcasing,58,0.0
65321,4yo+,1005.0,5,5.0,5.0,0.2,0,39.0,25.0,63.0,Equiano,54,0.0
65322,4yo+,1005.0,5,4.0,4.0,0.09090909090909093,0,30.0,14.0,69.0,Charm Spirit,55,0.0
65332,3yo+,1407.0,5,3.0,6.0,0.2380952380952381,0,80.0,59.0,79.0,Dark Angel,58,0.0
65340,3yo+,1407.0,5,3.0,1.0,0.3076923076923077,1,35.0,7.0,83.0,Lope De Vega,61,0.0
65349,4yo+,1407.0,5,4.0,7.0,0.23076923076923075,0,81.0,54.0,73.0,Kyllachy,59,1.0
65350,4yo+,1407.0,5,4.0,4.0,0.05882352941176471,0,80.0,53.0,74.0,Kodiac,56,0.0
65351,4yo+,1407.0,5,6.0,3.0,0.14285714285714285,0,78.0,50.0,75.0,Equiano,60,0.0
65352,4yo+,1407.0,5,7.0,10.0,0.16666666666666666,0,60.0,30.0,58.0,Iffraaj,52,0.0
65354,4yo+,1407.0,5,5.0,9.0,0.2857142857142857,1,64.0,34.0,70.0,Sepoy,58,0.0
65355,4yo+,1407.0,5,8.0,5.0,0.043478260869565216,0,67.0,36.0,74.0,Kodiac,58,0.0
65356,4yo+,1407.0,5,6.0,6.0,0.09090909090909093,0,59.0,27.0,74.0,Mayson,59,0.0
65357,4yo+,1407.0,5,7.0,2.0,0.029411764705882363,0,53.0,20.0,75.0,Kodiac,60,0.0
65358,3yo,2312.5,5,3.0,9.0,0.14285714285714285,0,80.0,35.0,71.0,Camelot,56,1.0
65359,3yo,2312.5,5,3.0,6.0,0.16666666666666666,0,81.0,34.0,77.0,Gleneagles,60,0.0
65360,3yo,2312.5,5,3.0,7.0,0.2380952380952381,1,76.0,29.0,74.0,New Approach,58,0.0
65362,3yo,2312.5,5,3.0,8.0,0.047619047619047616,0,73.0,25.0,73.0,Gregorian,58,0.0
65363,3yo,2312.5,5,3.0,3.0,0.2222222222222222,0,77.0,28.0,77.0,Camelot,60,0.0
65364,3yo,2312.5,5,3.0,5.0,0.1,0,68.0,17.0,77.0,Muhaarar,60,0.0
65380,4yo+,1005.0,6,6.0,1.0,0.125,0,86.0,82.0,80.0,Equiano,64,1.0
65381,4yo+,1005.0,6,4.0,6.0,0.15384615384615385,0,77.0,73.0,73.0,Dandy Man,61,0.0
65382,4yo+,1005.0,6,4.0,4.0,0.038461538461538464,0,79.0,74.0,77.0,Dandy Man,63,0.0
65384,4yo+,1005.0,6,6.0,2.0,0.18181818181818185,0,71.0,66.0,78.0,Choisir,63,0.0
65385,4yo+,1005.0,6,4.0,8.0,0.1,0,65.0,59.0,72.0,Lope De Vega,60,0.0
65386,4yo+,1005.0,6,4.0,10.0,0.024390243902439025,0,44.0,38.0,56.0,Society Rock,53,0.0
65387,4yo+,1005.0,6,5.0,3.0,0.03448275862068965,0,64.0,58.0,77.0,Kodiac,58,0.0
65388,4yo+,1005.0,6,5.0,9.0,0.26666666666666666,1,49.0,42.0,66.0,Mizzen Mast,58,0.0
65389,4yo+,1005.0,6,5.0,5.0,0.05882352941176471,0,45.0,37.0,75.0,Society Rock,60,0.0
65390,4yo+,2011.0,6,6.0,18.0,0.09090909090909093,0,55.0,49.0,45.0,Zebedee,53,1.0
65391,4yo+,2011.0,6,6.0,11.0,0.1,0,59.0,52.0,50.0,Lope De Vega,57,0.0
65392,4yo+,2011.0,6,7.0,10.0,0.18181818181818185,0,58.0,51.0,51.0,Dylan Thomas,58,0.0
65394,4yo+,2011.0,6,7.0,17.0,0.06666666666666668,0,46.0,38.0,45.0,Vale Of York,53,0.0
65395,4yo+,2011.0,6,4.0,5.0,0.23076923076923075,1,62.0,53.0,61.0,Famous Name,60,0.0
65396,4yo+,2011.0,6,7.0,12.0,0.024390243902439025,0,47.0,39.0,50.0,Fastnet Rock,55,0.0
65397,4yo+,2011.0,6,9.0,19.0,0.0196078431372549,0,41.0,33.0,47.0,Footstepsinthesand,56,0.0
65398,4yo+,2011.0,6,7.0,6.0,0.024390243902439025,0,54.0,45.0,60.0,Invincible Spirit,60,0.0
65399,4yo+,2011.0,6,6.0,3.0,0.1,0,53.0,44.0,65.0,So You Think,62,0.0
65400,4yo+,2011.0,6,5.0,14.0,0.14285714285714285,0,32.0,23.0,46.0,Born To Sea,55,0.0
65401,4yo+,2011.0,6,5.0,16.0,0.01492537313432836,0,17.0,8.0,45.0,Fastnet Rock,53,0.0
65402,4yo+,2011.0,6,4.0,1.0,0.047619047619047616,0,35.0,25.0,65.0,Red Jazz,64,0.0
65403,4yo+,2011.0,6,8.0,15.0,0.012345679012345678,0,13.0,3.0,45.0,Fastnet Rock,53,0.0
65405,4yo+,2011.0,6,5.0,2.0,0.0196078431372549,0,11.0,1.0,65.0,Mayson,64,0.0
65406,4yo+,2011.0,6,6.0,15.0,0.1111111111111111,0,56.0,49.0,45.0,Born To Sea,55,1.0
65407,4yo+,2011.0,6,4.0,9.0,0.16666666666666666,0,57.0,50.0,53.0,Dream Ahead,57,0.0
65408,4yo+,2011.0,6,6.0,7.0,0.3076923076923077,1,62.0,55.0,59.0,Excelebration,60,0.0
65409,4yo+,2011.0,6,4.0,4.0,0.1176470588235294,0,61.0,53.0,60.0,Holy Roman Emperor,60,0.0
65410,4yo+,2011.0,6,7.0,1.0,0.09090909090909093,0,62.0,54.0,65.0,Approve,61,0.0
65411,4yo+,2011.0,6,4.0,11.0,0.043478260869565216,0,45.0,37.0,49.0,Bungle Inthejungle,57,0.0
65412,4yo+,2011.0,6,4.0,12.0,0.047619047619047616,0,41.0,33.0,48.0,Morpheus,56,0.0
65413,4yo+,2011.0,6,4.0,6.0,0.03448275862068965,0,51.0,42.0,59.0,Lawman,61,0.0
65414,4yo+,2011.0,6,5.0,16.0,0.01492537313432836,0,29.0,20.0,45.0,Shamardal,53,0.0
65415,4yo+,2011.0,6,4.0,14.0,0.0196078431372549,0,29.0,20.0,46.0,Lope De Vega,53,0.0
65416,4yo+,2011.0,6,6.0,18.0,0.038461538461538464,0,27.0,18.0,45.0,Lonhro,53,0.0
65417,4yo+,2011.0,6,6.0,3.0,0.024390243902439025,0,34.0,24.0,60.0,Rail Link,62,0.0
65418,4yo+,2011.0,6,5.0,10.0,0.09090909090909093,0,19.0,9.0,49.0,Mastercraftsman,55,0.0
65419,4yo+,2011.0,6,4.0,2.0,0.03448275862068965,0,25.0,14.0,62.0,No Nay Never,59,0.0
65420,4yo+,2011.0,6,5.0,5.0,0.0196078431372549,0,18.0,7.0,60.0,Most Improved,60,0.0
65424,3yo,2011.0,6,3.0,3.0,0.25,0,95.0,86.0,88.0,Galileo,60,1.0
65425,3yo,2011.0,6,3.0,4.0,0.1176470588235294,0,93.0,84.0,87.0,Pivotal,58,0.0
65426,3yo,2011.0,6,3.0,8.0,0.2222222222222222,0,86.0,76.0,84.0,Power,57,0.0
65427,3yo,2011.0,6,3.0,2.0,0.1176470588235294,0,89.0,79.0,90.0,Footstepsinthesand,61,0.0
65428,3yo,2011.0,6,3.0,5.0,0.038461538461538464,0,83.0,73.0,86.0,Alhebayeb,59,0.0
65429,3yo,2011.0,6,3.0,11.0,0.0196078431372549,0,72.0,62.0,77.0,Camacho,55,0.0
65430,3yo,2011.0,6,3.0,10.0,0.047619047619047616,0,71.0,60.0,79.0,War Command,54,0.0
65431,3yo,2011.0,6,3.0,1.0,0.3478260869565217,1,83.0,72.0,92.0,Wootton Bassett,62,0.0
65432,3yo,2011.0,6,3.0,9.0,0.0196078431372549,0,69.0,58.0,83.0,Dark Angel,58,0.0
65433,4yo+,2011.0,6,4.0,2.0,0.4444444444444444,1,107.0,89.0,101.0,Australia,63,1.0
65434,4yo+,2011.0,6,4.0,12.0,0.043478260869565216,0,95.0,76.0,90.0,New Approach,58,0.0
65435,4yo+,2011.0,6,4.0,9.0,0.029411764705882363,0,96.0,77.0,92.0,Kingman,55,0.0
65436,4yo+,2011.0,6,5.0,17.0,0.03448275862068965,0,84.0,65.0,84.0,Born To Sea,55,0.0
65437,4yo+,2011.0,6,4.0,3.0,0.08333333333333333,0,96.0,76.0,98.0,Teofilo,61,0.0
65439,4yo+,2011.0,6,5.0,6.0,0.047619047619047616,0,87.0,66.0,95.0,Epaulette,60,0.0
65440,4yo+,2011.0,6,7.0,8.0,0.03448275862068965,0,83.0,62.0,93.0,Dream Ahead,56,0.0
65441,4yo+,2011.0,6,4.0,13.0,0.10526315789473684,0,76.0,55.0,88.0,Champs Elysees,57,0.0
65442,4yo+,2011.0,6,4.0,5.0,0.16666666666666666,0,81.0,60.0,96.0,Shamardal,60,0.0
65443,4yo+,2011.0,6,6.0,4.0,0.043478260869565216,0,81.0,59.0,97.0,Pivotal,58,0.0
65444,4yo+,2011.0,6,4.0,15.0,0.024390243902439025,0,70.0,48.0,85.0,Dawn Approach,53,0.0
65445,4yo+,2011.0,6,7.0,1.0,0.03448275862068965,0,84.0,62.0,102.0,Invincible Spirit,61,0.0
65446,4yo+,2011.0,6,6.0,10.0,0.029411764705882363,0,65.0,43.0,92.0,Siyouni,58,0.0
65447,4yo+,2011.0,6,4.0,7.0,0.0099009900990099,0,62.0,39.0,94.0,Galileo,59,0.0
65448,4yo+,2011.0,6,4.0,14.0,0.09090909090909093,0,47.0,24.0,85.0,Canford Cliffs,55,0.0
65452,4yo+,3218.0,6,5.0,11.0,0.2,0,57.0,36.0,76.0,Reliable Man,75,0.0
65468,3-4yo,1709.5,0,3.0,1.0,0.7777777777777779,1,84.0,54.0,85.0,Mukhadram,61,1.0
65470,3-4yo,1709.5,0,3.0,9.0,0.05263157894736842,0,65.0,38.0,72.0,Anjaal,58,0.0
65488,4yo+,1407.0,0,5.0,10.0,0.15384615384615385,0,71.0,54.0,62.0,Camacho,57,1.0
65489,4yo+,1407.0,0,4.0,12.0,0.09090909090909093,0,64.0,47.0,61.0,Mayson,57,0.0
65491,4yo+,1407.0,0,4.0,3.0,0.012345679012345678,0,69.0,51.0,67.0,Dandy Man,57,0.0
65492,4yo+,1407.0,0,5.0,4.0,0.3076923076923077,1,68.0,49.0,67.0,Harbour Watch,59,0.0
65493,4yo+,1407.0,0,5.0,8.0,0.08333333333333333,0,59.0,40.0,63.0,Helmet,58,0.0
65494,4yo+,1407.0,0,7.0,6.0,0.05882352941176471,0,61.0,42.0,66.0,Poet's Voice,59,0.0
65495,4yo+,1407.0,0,4.0,11.0,0.01492537313432836,0,54.0,35.0,61.0,Alhebayeb,57,0.0
65496,4yo+,1407.0,0,4.0,1.0,0.2222222222222222,0,57.0,37.0,68.0,Shamardal,60,0.0
65497,4yo+,1407.0,0,5.0,5.0,0.125,0,50.0,30.0,66.0,Raven's Pass,58,0.0
65499,3yo,1206.0,0,3.0,2.0,0.23076923076923075,1,64.0,47.0,57.0,Cable Bay,61,1.0
65500,3yo,1206.0,0,3.0,4.0,0.16666666666666666,0,60.0,43.0,54.0,Camacho,59,0.0
65501,3yo,1206.0,0,3.0,8.0,0.2222222222222222,0,40.0,19.0,46.0,Mayson,56,0.0
65502,3yo,1206.0,0,3.0,7.0,0.038461538461538464,0,41.0,19.0,47.0,Camacho,56,0.0
65503,3yo,1206.0,0,3.0,6.0,0.15384615384615385,0,34.0,9.0,50.0,Kodiac,58,0.0
65504,3yo,1206.0,0,3.0,3.0,0.024390243902439025,0,30.0,2.0,55.0,Due Diligence,60,0.0
65509,3yo+,1206.0,0,3.0,3.0,0.2222222222222222,0,78.0,46.0,71.0,Invincible Spirit,60,1.0
65510,3yo+,1206.0,0,3.0,8.0,0.5789473684210527,1,70.0,37.0,63.0,Brazen Beau,56,0.0
65511,3yo+,1206.0,0,3.0,6.0,0.09090909090909093,0,70.0,36.0,67.0,Acclamation,57,0.0
65512,3yo+,1206.0,0,3.0,5.0,0.09090909090909093,0,69.0,35.0,69.0,Dark Angel,59,0.0
65513,3yo+,1206.0,0,5.0,1.0,0.08333333333333333,0,51.0,12.0,70.0,Dick Turpin,59,0.0
65514,3yo+,1206.0,0,4.0,2.0,0.06666666666666668,0,46.0,7.0,69.0,Monsieur Bond,62,0.0
65517,4yo+,1206.0,0,4.0,1.0,0.3333333333333333,1,65.0,46.0,54.0,Leroidesanimaux,61,1.0
65518,4yo+,1206.0,0,9.0,2.0,0.1,0,51.0,32.0,52.0,Arakan,60,0.0
65519,4yo+,1206.0,0,5.0,7.0,0.16666666666666666,0,47.0,27.0,50.0,Dandy Man,59,0.0
65520,4yo+,1206.0,0,6.0,9.0,0.14285714285714285,0,42.0,22.0,46.0,Zoffany,55,0.0
65521,4yo+,1206.0,0,4.0,3.0,0.2,0,46.0,26.0,52.0,Arcano,60,0.0
65522,4yo+,1206.0,0,4.0,6.0,0.038461538461538464,0,33.0,9.0,50.0,Swiss Spirit,59,0.0
65526,4yo+,1005.0,0,4.0,2.0,0.25,0,72.0,50.0,65.0,Camacho,60,1.0
65527,4yo+,1005.0,0,8.0,5.0,0.15384615384615385,0,64.0,41.0,60.0,Equiano,58,0.0
65528,4yo+,1005.0,0,8.0,6.0,0.18181818181818185,0,58.0,35.0,60.0,Pastoral Pursuits,58,0.0
65529,4yo+,1005.0,0,7.0,7.0,0.06666666666666668,0,46.0,22.0,56.0,Kheleyf,53,0.0
65530,4yo+,1005.0,0,8.0,8.0,0.01492537313432836,0,32.0,8.0,46.0,Captain Gerrard,48,0.0
65531,4yo+,1005.0,0,6.0,3.0,0.16666666666666666,0,44.0,19.0,65.0,Equiano,60,0.0
65532,4yo+,1005.0,0,4.0,1.0,0.2857142857142857,1,44.0,19.0,66.0,Kodiac,60,0.0
65533,3yo,2413.0,0,3.0,1.0,0.5,1,83.0,78.0,71.0,Golden Horn,60,1.0
65534,3yo,2413.0,0,3.0,4.0,0.3636363636363637,0,77.0,71.0,66.0,Kingman,58,0.0
65535,3yo,2413.0,0,3.0,5.0,0.16666666666666666,0,63.0,55.0,58.0,Zoffany,54,0.0
65536,3yo,2413.0,0,3.0,2.0,0.047619047619047616,0,68.0,58.0,70.0,Society Rock,60,0.0
65537,3yo,2413.0,0,3.0,8.0,0.024390243902439025,0,49.0,39.0,52.0,Hot Streak,52,0.0
65538,3yo,2413.0,0,3.0,7.0,0.024390243902439025,0,50.0,39.0,55.0,Born To Sea,53,0.0
65539,3yo,2413.0,0,3.0,6.0,0.012345679012345678,0,32.0,16.0,56.0,Rajsaman,53,0.0
65633,4yo+,4022.0,1,6.0,7.0,0.42105263157894735,1,109.0,84.0,113.0,Shantou,68,0.0
65646,4yo+,4022.0,1,8.0,3.0,0.06666666666666668,0,103.0,96.0,90.0,New Approach,72,1.0
65647,4yo+,4022.0,1,5.0,6.0,0.2857142857142857,1,90.0,82.0,84.0,Teofilo,70,0.0
65648,4yo+,4022.0,1,5.0,5.0,0.038461538461538464,0,84.0,77.0,84.0,Famous Name,70,0.0
65649,4yo+,4022.0,1,7.0,13.0,0.07692307692307693,0,76.0,69.0,80.0,Getaway,68,0.0
65650,4yo+,4022.0,1,7.0,4.0,0.2380952380952381,0,85.0,79.0,90.0,Scorpion,72,0.0
65651,4yo+,4022.0,1,7.0,14.0,0.1,0,73.0,66.0,80.0,Jeremy,69,0.0
65652,4yo+,4022.0,1,8.0,7.0,0.05882352941176471,0,72.0,65.0,83.0,Medicean,69,0.0
65653,4yo+,4022.0,1,5.0,2.0,0.1111111111111111,0,84.0,74.0,93.0,Califet,73,0.0
65655,4yo+,4022.0,1,6.0,12.0,0.029411764705882363,0,59.0,53.0,80.0,Morozov,68,0.0
65656,4yo+,4022.0,1,10.0,1.0,0.06666666666666668,0,72.0,66.0,94.0,Presenting,74,0.0
65657,4yo+,4022.0,1,6.0,10.0,0.024390243902439025,0,37.0,30.0,83.0,Scorpion,69,0.0
65660,4yo,3318.5,1,4.0,13.0,0.2380952380952381,0,120.0,104.0,118.0,Casamento,73,1.0
65664,4yo,3318.5,1,4.0,4.0,0.024390243902439025,0,93.0,72.0,99.0,Footstepsinthesand,73,0.0
65676,5yo+,3318.5,1,5.0,5.0,0.06666666666666668,0,99.0,79.0,100.0,Most Improved,73,0.0
65689,4yo+,3318.5,1,6.0,16.0,0.3333333333333333,1,111.0,66.0,97.0,Shamardal,70,0.0
65690,4yo+,3318.5,1,9.0,8.0,0.09090909090909093,0,113.0,68.0,104.0,Beneficial,73,0.0
65691,4yo+,3318.5,1,5.0,10.0,0.08333333333333333,0,110.0,64.0,104.0,Fame And Glory,73,0.0
65692,4yo+,3318.5,1,8.0,2.0,0.09090909090909093,0,115.0,69.0,109.0,Passing Glance,76,0.0
65693,4yo+,3318.5,1,5.0,1.0,0.03448275862068965,0,114.0,68.0,109.0,Redoute's Choice,76,0.0
65694,4yo+,3318.5,1,4.0,14.0,0.038461538461538464,0,100.0,52.0,102.0,Dark Angel,70,0.0
65695,4yo+,3318.5,1,7.0,4.0,0.06666666666666668,0,108.0,61.0,107.0,Milan,75,0.0
65696,4yo+,3318.5,1,6.0,5.0,0.25,0,107.0,60.0,106.0,Kayf Tara,74,0.0
65698,4yo+,3318.5,1,6.0,6.0,0.0196078431372549,0,90.0,40.0,105.0,Famous Name,73,0.0
65699,4yo+,3318.5,1,11.0,9.0,0.007936507936507936,0,88.0,37.0,104.0,Craigsteel,70,0.0
65700,4yo+,3318.5,1,7.0,7.0,0.047619047619047616,0,76.0,22.0,105.0,Papal Bull,74,0.0
65701,4yo+,3318.5,1,10.0,12.0,0.024390243902439025,0,63.0,7.0,102.0,Mahler,73,0.0
65703,4yo+,3318.5,1,5.0,7.0,0.0196078431372549,0,135.0,104.0,127.0,Zoffany,69,0.0
65704,4yo+,3318.5,1,7.0,2.0,0.0099009900990099,0,136.0,103.0,134.0,Lawman,69,0.0
65705,4yo+,3318.5,1,6.0,6.0,0.2,1,127.0,95.0,128.0,Born To Sea,68,0.0
65707,4yo+,3318.5,1,7.0,1.0,0.07692307692307693,0,134.0,99.0,137.0,Westerner,71,0.0
65708,4yo+,3318.5,1,4.0,10.0,0.07692307692307693,0,113.0,80.0,126.0,Sea The Moon,64,0.0
65709,4yo+,3318.5,1,7.0,11.0,0.05263157894736842,0,112.0,79.0,119.0,Silver Frost,66,0.0
65710,4yo+,3318.5,1,4.0,9.0,0.14285714285714285,0,108.0,74.0,131.0,Saint Des Saints,68,0.0
65711,4yo+,3318.5,1,4.0,14.0,0.2,1,95.0,60.0,118.0,Authorized,63,0.0
65713,4yo+,3318.5,1,5.0,5.0,0.1176470588235294,0,92.0,53.0,131.0,Mastercraftsman,71,0.0
65714,4yo+,3318.5,1,5.0,3.0,0.029411764705882363,0,71.0,26.0,132.0,Maxios,72,0.0
65730,3yo,1206.0,0,3.0,7.0,0.26666666666666666,1,86.0,74.0,81.0,Pivotal,57,1.0
65731,3yo,1206.0,0,3.0,11.0,0.05882352941176471,0,76.0,64.0,73.0,Dandy Man,52,0.0
65732,3yo,1206.0,0,3.0,8.0,0.18181818181818185,0,80.0,67.0,80.0,Havana Gold,56,0.0
65733,3yo,1206.0,0,3.0,5.0,0.16666666666666666,0,80.0,67.0,82.0,No Nay Never,57,0.0
65734,3yo,1206.0,0,3.0,6.0,0.14285714285714285,0,76.0,62.0,82.0,Invincible Spirit,57,0.0
65735,3yo,1206.0,0,3.0,2.0,0.07692307692307693,0,79.0,64.0,88.0,Oasis Dream,60,0.0
65736,3yo,1206.0,0,3.0,9.0,0.043478260869565216,0,65.0,49.0,80.0,Swiss Spirit,56,0.0
65737,3yo,1206.0,0,3.0,10.0,0.012345679012345678,0,55.0,36.0,80.0,Kodiac,56,0.0
65738,3yo,1206.0,0,3.0,1.0,0.08333333333333333,0,60.0,40.0,89.0,Kodiac,60,0.0
65739,3yo,1206.0,0,3.0,3.0,0.09090909090909093,0,53.0,32.0,86.0,Kodiac,59,0.0
65748,3yo,1407.0,0,3.0,16.0,0.09090909090909093,0,64.0,54.0,56.0,War Command,56,1.0
65749,3yo,1407.0,0,3.0,13.0,0.05882352941176471,0,65.0,54.0,60.0,Speightstown,58,0.0
65750,3yo,1407.0,0,3.0,5.0,0.07692307692307693,0,65.0,53.0,64.0,Mayson,59,0.0
65751,3yo,1407.0,0,3.0,4.0,0.2,0,62.0,49.0,64.0,Gleneagles,58,0.0
65752,3yo,1407.0,0,3.0,11.0,0.03448275862068965,0,55.0,41.0,60.0,Zoffany,58,0.0
65753,3yo,1407.0,0,3.0,14.0,0.10526315789473684,0,51.0,37.0,59.0,Invincible Spirit,57,0.0
65754,3yo,1407.0,0,3.0,7.0,0.07692307692307693,0,54.0,40.0,64.0,Iffraaj,59,0.0
65755,3yo,1407.0,0,3.0,15.0,0.05882352941176471,0,44.0,30.0,59.0,Iffraaj,55,0.0
65756,3yo,1407.0,0,3.0,6.0,0.038461538461538464,0,48.0,33.0,64.0,Zoffany,58,0.0
65757,3yo,1407.0,0,3.0,1.0,0.029411764705882363,0,46.0,28.0,65.0,Bungle Inthejungle,58,0.0
65758,3yo,1407.0,0,3.0,9.0,0.09090909090909093,0,38.0,22.0,61.0,Fountain Of Youth,58,0.0
65759,3yo,1407.0,0,3.0,12.0,0.024390243902439025,0,36.0,19.0,60.0,Munnings,58,0.0
65760,3yo,1407.0,0,3.0,10.0,0.125,0,28.0,10.0,61.0,Harbour Watch,57,0.0
65761,3yo,1407.0,0,3.0,2.0,0.2222222222222222,1,28.0,9.0,65.0,Kingman,60,0.0
65762,3yo+,1407.0,0,3.0,1.0,0.10526315789473684,0,97.0,67.0,90.0,Charm Spirit,60,1.0
65763,3yo+,1407.0,0,3.0,5.0,0.1111111111111111,0,84.0,54.0,82.0,Kodiac,56,0.0
65764,3yo+,1407.0,0,3.0,4.0,0.2222222222222222,0,86.0,55.0,84.0,Gutaifan,55,0.0
65765,3yo+,1407.0,0,3.0,2.0,0.25,1,84.0,53.0,85.0,Dansili,58,0.0
65766,3yo+,1407.0,0,3.0,8.0,0.14285714285714285,0,79.0,48.0,81.0,Gutaifan,56,0.0
65767,3yo+,1407.0,0,3.0,7.0,0.07692307692307693,0,77.0,46.0,81.0,Lethal Force,56,0.0
65768,3yo+,1407.0,0,3.0,9.0,0.16666666666666666,0,73.0,42.0,80.0,No Nay Never,55,0.0
65769,3yo+,1407.0,0,3.0,6.0,0.047619047619047616,0,71.0,39.0,82.0,Acclamation,56,0.0
65770,3yo+,1407.0,0,3.0,3.0,0.024390243902439025,0,67.0,34.0,85.0,Outstrip,58,0.0
65771,4yo+,1407.0,0,4.0,6.0,0.2222222222222222,0,109.0,87.0,99.0,Exceed And Excel,57,1.0
65772,4yo+,1407.0,0,5.0,2.0,0.4545454545454545,1,93.0,69.0,114.0,Champs Elysees,57,0.0
65773,4yo+,1407.0,0,4.0,5.0,0.1176470588235294,0,91.0,67.0,93.0,Farhh,57,0.0
