DATE,RACE,CLASS,RACE NAME,DIST,SURF,STARTER NAME,PP,ODDS,FAVE,FIN,TRAINER,JOCKEY,TIME,PREV RACE,DAYS,SIRE,NOTES
7/27/19,7,MSW,,8.5,Turf,Proven Strategies,4,7.40,FALSE,5,Mark Casse,Tyler Gaffalione,1:44.655,WO 6/29 7,28,Sky Mesa,
7/27/19,7,MSW,,8.5,Turf,Hard Sting,6,7.80,FALSE,6,James Jerkens,Luis Saez,1:45.062,BEL 7/6 5,21,Hard Spun,
7/27/19,7,MSW,,8.5,Turf,Crossing the Moon,9,6.20,FALSE,7,Kenneth McPeek,Dylan Davis,1:45.184,CD 6/28 4,29,Cross Traffic,
7/27/19,7,MSW,,8.5,Turf,Mo and Go,3,18.30,FALSE,8,Jeremiah Englehart,Joel Rosario,1:46.282,,,Uncle Mo,
7/27/19,7,MSW,,8.5,Turf,Blanket of Roses,2,6.40,FALSE,9,Chad Brown,Javier Castellano,1:46.323,,,Lookin at Lucky,
7/27/19,7,MSW,,8.5,Turf,Bye Bye Melvin,7,9.50,FALSE,10,H. Motion,Chris Landeros,1:47.543,,,Uncle Mo,
7/28/19,1,MSW-NY,,6,Dirt,Cleon Jones,3,2.75,FALSE,1,Jeremiah Englehart,"Jorge Vargas, Jr.",1:11.250,BEL 6/23 6,35,Tale of the Cat,
7/28/19,1,MSW-NY,,6,Dirt,Stanhope,2,4.00,FALSE,2,Claude McGaughey III,Dylan Davis,1:11.761,,,Street Sense,
7/28/19,1,MSW-NY,,6,Dirt,Macho Boy,1,3.30,FALSE,3,Gary Contessa,Manuel Franco,1:12.076,SAR 7/14 4,14,Mucho Macho Man,
7/28/19,1,MSW-NY,,6,Dirt,Brian's Last Song,6,2.45,TRUE,4,Todd Pletcher,Jose Ortiz,1:12.352,,,Cairo Prince,
7/28/19,1,MSW-NY,,6,Dirt,Sir Ludlow,5,31.25,FALSE,5,Timothy Hamm,Benjamin Hernandez,1:14.752,,,Midas Touch (GB),
7/28/19,1,MSW-NY,,6,Dirt,Fifty Cents,4,4.50,FALSE,6,Alexis Delgado,Luis Saez,1:17.153,,,Goldencents,
7/31/19,3,MSW-NY-F,,6,Dirt,Risky Mischief,1,0.75,TRUE,1,Jeremiah Englehart,Jose Ortiz,1:13.050,,,Into Mischief,
7/31/19,3,MSW-NY-F,,6,Dirt,Playtone,8,10.10,FALSE,2,Eddie Kenneally,Tyler Gaffalione,1:14.260,,,Tonalist,
7/31/19,3,MSW-NY-F,,6,Dirt,E Z for You to Say,2,51.00,FALSE,3,Patrick Quick,Heman Harkie,1:14.421,BEL 6/22 4,39,Majestic City,
7/31/19,3,MSW-NY-F,,6,Dirt,Aubrey Tate,4,8.30,FALSE,4,Norm Casse,"Irad Ortiz, Jr.",1:14.986,,,Bayern,
7/31/19,3,MSW-NY-F,,6,Dirt,Sister Beauty,7,10.20,FALSE,5,Gary Contessa,Joel Rosario,1:15.229,,,Revolutionary,
7/31/19,3,MSW-NY-F,,6,Dirt,Courageous Girl,10,27.75,FALSE,6,David Donk,Manuel Franco,1:15.269,,,Bourbon Courage,
7/31/19,3,MSW-NY-F,,6,Dirt,Magnetique,9,5.10,FALSE,7,Todd Pletcher,John Velazquez,1:15.390,,,Normandy Invasion,
7/31/19,3,MSW-NY-F,,6,Dirt,Mrs. Phelps,3,11.70,FALSE,8,Richard Vega,Kendrick Carmouche,1:15.753,,,Mission Impazible,
7/31/19,3,MSW-NY-F,,6,Dirt,Smokin Hot Kiss,5,28.75,FALSE,9,Marialice Coffey,"Ricardo Santana, Jr.",1:16.923,,,The Lumber Guy,
7/31/19,3,MSW-NY-F,,6,Dirt,Barker Lane,6,64.00,FALSE,10,Edward Barker,Dylan Davis,1:18.820,,,Bellamy Road,
7/31/19,5,MSW-F,,5.5,Dirt,Girlntheyellowtaxi,3,1.95,TRUE,1,Wesley Ward,"Irad Ortiz, Jr.",1:05.500,,,Elusive Quality,
7/31/19,5,MSW-F,,5.5,Dirt,Morality Clause,8,2.80,FALSE,2,Raymond Handal,Manuel Franco,1:06.368,BEL 6/30 4,31,Verrazano,
7/31/19,5,MSW-F,,5.5,Dirt,Kit Kat Katie,7,5.30,FALSE,3,Jeremiah Englehart,Javier Castellano,1:06.842,BEL 6/30 4,31,Sky Mesa,
7/31/19,5,MSW-F,,5.5,Dirt,Positive Power,1,20.20,FALSE,4,Edmund Davis,Dylan Davis,1:06.960,BEL 7/3 5,28,Misremembered,
7/31/19,5,MSW-F,,5.5,Dirt,Darken a Day,2,13.60,FALSE,5,Gary Contessa,Luis Saez,1:08.026,SAR 7/17 10,14,Emcee,
7/31/19,5,MSW-F,,5.5,Dirt,Central Capital,4,31.75,FALSE,6,Leah Gyarmati,Junior Alvarado,1:08.105,,,Central Banker,
7/31/19,5,MSW-F,,5.5,Dirt,Wicked Amber,9,48.25,FALSE,7,Randi Persaud,Heman Harkie,1:08.302,SAR 7/25 2,6,Ghostzapper,
7/31/19,5,MSW-F,,5.5,Dirt,Wicked Title,5,23.80,FALSE,8,Chad Summers,Kendrick Carmouche,1:08.341,,,Wicked Strong,
7/31/19,5,MSW-F,,5.5,Dirt,Blessingsofliberty,6,11.60,FALSE,9,Michael Trombetta,Tyler Gaffalione,1:08.736,,,Constitution,
7/31/19,5,MSW-F,,5.5,Dirt,Astarte Gold,10,5.70,FALSE,10,Michael Trombetta,Jose Lezcano,1:10.749,,,Cairo Prince,
7/31/19,6,MSW-F,,5.5,Dirt,Figure of Speech,5,2.50,FALSE,1,Chad Brown,Javier Castellano,1:05.490,,,Into Mischief,
7/31/19,6,MSW-F,,5.5,Dirt,Drop a Hint,9,14.80,FALSE,2,D. Lukas,Manuel Franco,1:06.358,SAR 7/12 5,19,Into Mischief,
7/31/19,6,MSW-F,,5.5,Dirt,Hallajoori,6,9.60,FALSE,3,Steven Asmussen,"Ricardo Santana, Jr.",1:06.476,,,Bayern,
7/31/19,6,MSW-F,,5.5,Dirt,One Time Around,7,33.75,FALSE,4,Mark Hennig,Tyler Gaffalione,1:06.634,,,Empire Maker,
7/31/19,6,MSW-F,,5.5,Dirt,Slam Dunk,3,2.25,TRUE,5,Rodolphe Brisset,Jose Ortiz,1:06.871,,,Into Mischief,
7/31/19,6,MSW-F,,5.5,Dirt,Magic Motion,8,13.20,FALSE,6,William Mott,Junior Alvarado,1:06.989,,,Bernardini,
7/31/19,6,MSW-F,,5.5,Dirt,Gloriously,2,31.50,FALSE,7,James Jerkens,Jose Lezcano,1:07.029,,,Mucho Macho Man,
7/31/19,6,MSW-F,,5.5,Dirt,Cairo Express,4,14.50,FALSE,8,Joe Sharp,Luis Saez,1:07.897,,,Cairo Prince,
7/31/19,6,MSW-F,,5.5,Dirt,Tulanian,1,2.95,FALSE,9,Thomas Amoss,"Irad Ortiz, Jr.",1:08.094,,,Twirling Candy,
8/1/19,1,MSW,,5.5,Turf,Frosted Rose,2,2.30,TRUE,1,Michael Trombetta,Joel Rosario,1:03.160,LRL 6/28 6,34,Oxbow,
8/1/19,1,MSW,,5.5,Turf,Summer Sangria,8,3.90,FALSE,2,Wesley Ward,John Velazquez,1:03.426,,,Maclean's Music,
8/1/19,1,MSW,,5.5,Turf,Get Smokin,1,11.00,FALSE,3,Thomas Bush,Javier Castellano,1:03.502,,,Get Stormy,
8/1/19,1,MSW,,5.5,Turf,Smite,6,11.00,FALSE,4,Joe Sharp,Luis Saez,1:03.540,,,Congrats,
8/1/19,1,MSW,,5.5,Turf,Saint Marco,3,22.30,FALSE,5,Niall Saville,Kendrick Carmouche,1:03.807,,,Tonalist,
8/1/19,1,MSW,,5.5,Turf,Dan the Man Can,9,2.40,FALSE,6,Edward Barker,Manuel Franco,1:03.997,SAR 7/18 2,14,Can the Man,
8/1/19,1,MSW,,5.5,Turf,Justintimeforwine,10,11.10,FALSE,7,Gary Contessa,Jose Ortiz,1:04.568,SAR 7/18 2,14,Justintimeforwine,
8/1/19,1,MSW,,5.5,Turf,Mr Phil,5,16.50,FALSE,8,James Ryerson,Tyler Gaffalione,1:04.758,,,Mr Speaker,
8/1/19,1,MSW,,5.5,Turf,Ninth of April,4,52.75,FALSE,9,Edmund Davis,Joey Martinez,1:04.758,SAR 7/18 2,14,Shanghai Bobby,
8/1/19,1,MSW,,5.5,Turf,Strong Legacy,7,35.00,FALSE,10,"Oscar Barrera, III",Luis Reyes,1:06.014,,,Strong Mandate,
8/1/19,3,MCL,,5.5,Dirt,Inside Risk,6,2.75,FALSE,1,Todd Pletcher,"Irad Ortiz, Jr.",1:05.070,,,Street Sense,
8/1/19,3,MCL,,5.5,Dirt,Blues City,5,9.80,FALSE,2,Linda Rice,Jose Lezcano,1:05.305,BEL 5/10 5,83,Frost Giant,
8/1/19,3,MCL,,5.5,Dirt,Vaya Con Dios,1,5.20,FALSE,3,Eric Guillot,Dylan Davis,1:05.383,SAR 7/13 4,19,Majesticperfection,
8/1/19,3,MCL,,5.5,Dirt,Bahamian Prince,4,2.60,TRUE,4,Kelly Breen,Paco Lopez,1:05.618,,,Bahamian Squall,
8/1/19,3,MCL,,5.5,Dirt,King of American,7,60.25,FALSE,5,Randi Persaud,Joey Martinez,1:05.815,,,Flatter,
8/1/19,3,MCL,,5.5,Dirt,Big Royal Lineage,3,8.60,FALSE,6,Rudy Rodriguez,Luis Saez,1:06.011,,,Bodemeister,
8/1/19,3,MCL,,5.5,Dirt,Bayern's Mirage,9,7.90,FALSE,7,Gary Gullo,Manuel Franco,1:06.207,BEL 7/6 5,26,Bayern,
8/1/19,3,MCL,,5.5,Dirt,Feeling It,8,6.40,FALSE,8,D. Lukas,Joel Rosario,1:06.246,ELP 6/30 5,32,Majesticperfection,
8/1/19,3,MCL,,5.5,Dirt,Determined Force,2,32.00,FALSE,9,Phil Schoenthal,Jevian Toledo,1:07.109,BEL 6/28 4,34,Bellamy Road,
8/2/19,3,MSW-NY-F,,5.5,Turf,Light in the Sky,2,1.20,TRUE,1,Linda Rice,Jose Ortiz,1:03.030,SAR 7/17 10,16,Tale of the Cat,
8/2/19,3,MSW-NY-F,,5.5,Turf,Good Credence,8,3.20,FALSE,2,"Anthony Margotta, Jr.",John Velazquez,1:03.181,MTH 7/12 5,21,Jimmy Creed,
8/2/19,3,MSW-NY-F,,5.5,Turf,My Sassy Sarah,9,4.40,FALSE,3,Michelle Nevin,Manuel Franco,1:03.181,,,Summer Front,
8/2/19,3,MSW-NY-F,,5.5,Turf,Imincomunicado,1,16.30,FALSE,4,Derek Ryan,Jose Lezcano,1:03.523,,,Maclean's Music,
8/2/19,3,MSW-NY-F,,5.5,Turf,Canarsie Angel,6,21.10,FALSE,5,Linda Dixon,Kendrick Carmouche,1:03.561,,,Big Brown,
8/2/19,3,MSW-NY-F,,5.5,Turf,Wall Eye,7,10.10,FALSE,6,Gary Contessa,Luis Saez,1:04.169,,,Quality Road,
8/2/19,3,MSW-NY-F,,5.5,Turf,Stuy Town Baby,3,11.50,FALSE,7,Mark Casse,Tyler Gaffalione,1:04.549,,,Bellamy Road,
8/2/19,3,MSW-NY-F,,5.5,Turf,Apollo's Abraxas,4,21.60,FALSE,8,Kim Laudati,Benjamin Hernandez,1:04.739,SAR 7/17 10,16,Big Brown,
8/2/19,3,MSW-NY-F,,5.5,Turf,Tokyo Bay,5,10.10,FALSE,9,Gary Gullo,Chris Landeros,1:05.916,,,Japan,
8/3/19,1,MSW,,8.5,Turf,Our Country,7,2.40,TRUE,1,George Weaver,Manuel Franco,1:41.390,SAR 7/13 6,21,Constitution,
8/3/19,1,MSW,,8.5,Turf,Policy Option,2,9.90,FALSE,2,Chad Brown,"Irad Ortiz, Jr.",1:42.299,,,Empire Maker,
8/3/19,1,MSW,,8.5,Turf,Silver Prospector,3,8.30,FALSE,3,Steven Asmussen,"Ricardo Santana, Jr.",1:42.299,BEL 7/6 5,28,Declaration of War,
8/3/19,1,MSW,,8.5,Turf,U S Army Corps,6,8.70,FALSE,4,Claude McGaughey III,Joel Rosario,1:42.338,,,War Front,
8/3/19,1,MSW,,8.5,Turf,Brewmeister,4,4.50,FALSE,5,Chad Brown,Javier Castellano,1:42.813,,,Point of Entry,
8/3/19,1,MSW,,8.5,Turf,Shamrocket,9,13.00,FALSE,6,Christophe Clement,Flavien Prat,1:42.852,,,Tonalist,
8/3/19,1,MSW,,8.5,Turf,Eternal Summer,5,11.30,FALSE,7,Todd Pletcher,Jose Ortiz,1:43.485,,,Summer Front,
8/3/19,1,MSW,,8.5,Turf,Lido Legacy,8,42.50,FALSE,8,D. Lukas,Chris Landeros,1:43.880,,,Speightstown,
8/3/19,1,MSW,,8.5,Turf,Chimney Rock,1,3.05,FALSE,9,Michael Maker,Luis Saez,1:44.117,BEL 6/21 7,43,Artie Schiller,
8/3/19,3,MSW,,7,Dirt,Glory Road,9,3.50,FALSE,1,Todd Pletcher,John Velazquez,1:24.600,,,Commissioner,
8/3/19,3,MSW,,7,Dirt,This Ill Defend,7,17.80,FALSE,2,Thomas Albertrani,Luis Reyes,1:24.640,BEL 7/4 5,30,Sky Mesa,
8/3/19,3,MSW,,7,Dirt,Atoka,8,25.50,FALSE,3,D. Lukas,Luis Saez,1:24.640,,,Union Rags,
8/3/19,3,MSW,,7,Dirt,Height,6,19.40,FALSE,4,William Mott,Junior Alvarado,1:24.960,,,Union Rags,
8/3/19,3,MSW,,7,Dirt,Extreme Force,2,5.90,FALSE,5,Mark Hennig,Jose Lezcano,1:25.120,BEL 7/4 5,30,Constitution,
8/3/19,3,MSW,,7,Dirt,Amends,10,13.70,FALSE,6,Claude McGaughey III,Joel Rosario,1:25.441,,,Uncle Mo,
8/3/19,3,MSW,,7,Dirt,Dubai Bobby,1,5.60,FALSE,7,Jonathan Thomas,Javier Castellano,1:25.721,BEL 7/6 5,28,Shanghai Bobby,
8/3/19,3,MSW,,7,Dirt,Wayne O,4,1.70,TRUE,8,Steven Asmussen,Jose Ortiz,1:26.923,,,Into Mischief,
8/3/19,3,MSW,,7,Dirt,Fishman,5,17.90,FALSE,9,"James Lawrence, II",Kendrick Carmouche,1:27.123,LRL 7/11 1,23,Malibu Moon,
8/3/19,3,MSW,,7,Dirt,Indian Cross,3,21.20,FALSE,10,Steven Asmussen,"Ricardo Santana, Jr.",1:29.647,,,Cross Traffic,
8/4/19,1,MSW-F,,7,Dirt,Daphne Moon,3,2.15,FALSE,1,Jeremiah Englehart,Jose Ortiz,1:23.940,,,Cairo Prince,
8/4/19,1,MSW-F,,7,Dirt,Weekend Fun,6,2.40,FALSE,2,Steven Asmussen,"Ricardo Santana, Jr.",1:24.456,CD 6/27 1,38,More Than Ready,
8/4/19,1,MSW-F,,7,Dirt,Lucky Dime,4,6.30,FALSE,3,William Mott,Junior Alvarado,1:24.695,,,Creative Cause,
8/4/19,1,MSW-F,,7,Dirt,Pure Wow,1,2.05,TRUE,4,John Terranova II,Joel Rosario,1:25.092,SAR 7/12 5,23,The Factor,
8/4/19,1,MSW-F,,7,Dirt,Foreign Exchange,2,19.80,FALSE,5,D. Lukas,Luis Saez,1:25.927,SAR 7/14 1,21,Congrats,
8/4/19,1,MSW-F,,7,Dirt,Ill Will,5,11.40,FALSE,6,Gary Contessa,Chris Landeros,1:26.881,SAR 7/21 7,14,Palace Malice,
8/4/19,4,MSW-F,,8.5,Turf,Crystalle,2,41.50,FALSE,1,John Kimmel,Chris Landeros,1:41.170,,,Palace Malice,DQ'd and placed third
8/4/19,4,MSW-F,,8.5,Turf,Sketches of Spain (IRE),4,5.40,FALSE,2,Chad Brown,"Irad Ortiz, Jr.",1:41.525,,,Lope de Vega (IRE),
8/4/19,4,MSW-F,,8.5,Turf,Sparkling Sky,7,2.95,FALSE,3,Todd Pletcher,Jose Ortiz,1:41.525,,,More Than Ready,
8/4/19,4,MSW-F,,8.5,Turf,Situation Room,3,1.95,TRUE,4,Chad Brown,Javier Castellano,1:41.722,,,Summer Front,
8/4/19,4,MSW-F,,8.5,Turf,Swanage,5,6.00,FALSE,5,Michael Maker,Luis Saez,1:41.761,ELP 7/5 5,30,English Channel,
8/4/19,4,MSW-F,,8.5,Turf,Miss My Macho,9,27.00,FALSE,6,Katherine Ritvo,Rajiv Maragh,1:41.958,SAR 7/21 7,14,Mucho Macho Man,
8/4/19,4,MSW-F,,8.5,Turf,Livin At the Beach,6,7.90,FALSE,7,Christophe Clement,Dylan Davis,1:42.116,BEL 6/30 4,35,Treasure Beach (GB),
8/4/19,4,MSW-F,,8.5,Turf,Bridal Path,1,10.00,FALSE,8,Claude McGaughey III,Joel Rosario,1:42.353,,,Hard Spun,
8/4/19,4,MSW-F,,8.5,Turf,Osaka Girl,8,21.50,FALSE,9,Brian Lynch,Manuel Franco,1:43.970,,,First Samurai,
8/4/19,10,GRD-F,Adirondack S.,6.5,Dirt,Perfect Alibi,3,6.70,FALSE,1,Mark Casse,"Irad Ortiz, Jr.",1:18.390,BEL 6/6 7,59,Sky Mesa,
8/4/19,10,GRD-F,Adirondack S.,6.5,Dirt,Frank's Rockette,2,0.70,TRUE,2,William Mott,Julien Leparoux,1:18.469,CD 6/21 1,44,Into Mischief,
8/4/19,10,GRD-F,Adirondack S.,6.5,Dirt,Magic Dance,8,2.35,FALSE,3,Steven Asmussen,"Ricardo Santana, Jr.",1:18.669,CD 6/29 10,36,More Than Ready,
8/4/19,10,GRD-F,Adirondack S.,6.5,Dirt,Miss Peppina,6,10.40,FALSE,4,Gary Gullo,Joel Rosario,1:18.789,BEL 7/3 5,32,Bayern,
8/4/19,10,GRD-F,Adirondack S.,6.5,Dirt,Big Q,1,60.25,FALSE,5,Gary Gullo,Jose Lezcano,1:19.469,SAR 7/11 5,24,Big Brown,
8/4/19,10,GRD-F,Adirondack S.,6.5,Dirt,Mylastfirstkiss,5,83.00,FALSE,6,Anthony Quartarolo,Chris Landeros,1:19.709,SAR 7/12 5,23,Flatter,
8/4/19,10,GRD-F,Adirondack S.,6.5,Dirt,Integral,4,24.25,FALSE,7,Todd Pletcher,John Velazquez,1:23.306,SAR 7/11 8,24,Algorithms,
8/4/19,10,GRD-F,Adirondack S.,6.5,Dirt,Just Fly,7,42.00,FALSE,8,Joe Sharp,Luis Saez,1:27.543,SAR 7/17 5,18,Justin Phillip,
8/7/19,5,MSW-NY-F,,6.5,Dirt,Thea's Theme,2,2.25,FALSE,1,Jeremiah Englehart,Jose Ortiz,1:19.170,,,Bayern,
8/7/19,5,MSW-NY-F,,6.5,Dirt,Critical Value,6,10.80,FALSE,2,Jeremiah Englehart,Junior Alvarado,1:19.178,,,Bodemeister,
8/7/19,5,MSW-NY-F,,6.5,Dirt,Funnypointofview,1,11.30,FALSE,3,James Ryerson,Tyler Gaffalione,1:20.179,BEL 6/23 2,45,D'Funnybone,
8/7/19,5,MSW-NY-F,,6.5,Dirt,Saratoga Beauty,5,1.95,TRUE,4,Patrick McBurney,Paco Lopez,1:20.744,,,Macho Uno,
8/7/19,5,MSW-NY-F,,6.5,Dirt,Rewarded,4,43.50,FALSE,5,Michael Lauer,Manuel Franco,1:21.834,SAR 7/11 5,27,Central Banker,
8/7/19,5,MSW-NY-F,,6.5,Dirt,Lady Kaza,7,4.30,FALSE,6,Chad Brown,Javier Castellano,1:22.601,,,Congrats,
8/7/19,5,MSW-NY-F,,6.5,Dirt,A d'Oro,8,15.60,FALSE,7,Brad Cox,Kendrick Carmouche,1:22.843,,,Alpha,
8/7/19,5,MSW-NY-F,,6.5,Dirt,Graphite Dutchess,9,9.70,FALSE,8,Bruce Brown,Luis Saez,1:24.175,,,Palace Malice,
8/7/19,5,MSW-NY-F,,6.5,Dirt,Bella Invasion,3,47.50,FALSE,9,Randi Persaud,Samuel Jimenez,1:24.216,,,Normandy Invasion,
8/8/19,5,MSW-NY,,6.5,Dirt,Tiz the Law,3,3.55,FALSE,1,Barclay Tagg,Junior Alvarado,1:18.020,,,Constitution,
8/8/19,5,MSW-NY,,6.5,Dirt,Dream Bigger,7,1.50,TRUE,2,Rudy Rodriguez,John Velazquez,1:18.696,,,Mission Impazible,
8/8/19,5,MSW-NY,,6.5,Dirt,Brilliant Brooks,6,4.30,FALSE,3,Jeremiah Englehart,Jose Ortiz,1:20.924,,,Candy Ride (ARG),
8/8/19,5,MSW-NY,,6.5,Dirt,Disco Deano,5,31.00,FALSE,4,M. Ferraro,Jaime Rodriguez,1:22.197,,,Verrazano,
8/8/19,5,MSW-NY,,6.5,Dirt,Dangerous Edge,8,4.00,FALSE,5,George Weaver,Eric Cancel,1:22.634,,,Competitive Edge,
8/8/19,5,MSW-NY,,6.5,Dirt,Geta Lode of Lucky,2,19.20,FALSE,6,Danny Gargan,Kendrick Carmouche,1:23.828,,,Girolamo,
8/8/19,5,MSW-NY,,6.5,Dirt,Perpetrate,4,11.30,FALSE,7,Michael Stidham,Tyler Gaffalione,1:24.265,,,Distorted Humor,
8/8/19,5,MSW-NY,,6.5,Dirt,Forever Wicked,1,31.00,FALSE,8,Randi Persaud,Rajiv Maragh,1:24.942,,,Wicked Strong,
8/9/19,4,MSW-NY,,5.5,Turf,Fly Fly Away,8,1.85,TRUE,1,Christophe Clement,"Irad Ortiz, Jr.",1:02.500,SAR 7/18 5,22,First Samurai,
8/9/19,4,MSW-NY,,5.5,Turf,First Deputy,3,4.60,FALSE,2,Linda Rice,Jose Ortiz,1:02.507,,,Awesome Again,
8/9/19,4,MSW-NY,,5.5,Turf,Shandian,6,3.55,FALSE,3,Gary Contessa,Javier Castellano,1:02.801,SAR 7/18 5,22,Emcee,
8/9/19,4,MSW-NY,,5.5,Turf,Kierkegaard,10,4.60,FALSE,4,Jack Sisterson,Joel Rosario,1:02.838,,,Freud,
8/9/19,4,MSW-NY,,5.5,Turf,Go Rudy Go,1,10.40,FALSE,5,Rudy Rodriguez,Jose Lezcano,1:02.951,,,Warrior's Reward,
8/9/19,4,MSW-NY,,5.5,Turf,Lord Camden,9,6.70,FALSE,6,Mark Casse,Tyler Gaffalione,1:02.951,,,Freud,
8/9/19,4,MSW-NY,,5.5,Turf,Very Replaceable,4,25.50,FALSE,7,M. Ferraro,Jaime Rodriguez,1:03.366,,,Normandy Invasion,
8/9/19,4,MSW-NY,,5.5,Turf,Love Me Tomorrow,5,6.40,FALSE,8,Wesley Ward,Dylan Davis,1:03.479,SAR 7/11 5,29,Mineshaft,
8/9/19,4,MSW-NY,,5.5,Turf,Perfect Banker,2,34.00,FALSE,9,Thomas Albertrani,Eric Cancel,1:03.516,,,Central Banker,
8/9/19,4,MSW-NY,,5.5,Turf,Stone Guitar,7,32.50,FALSE,10,Gary Contessa,Kendrick Carmouche,1:03.629,,,Bustin Stones,
8/9/19,6,MSW-F,,5.5,Turf,Voting Agreement,4,3.00,FALSE,1,Chad Brown,Javier Castellano,1:01.870,,,More Than Ready,
8/9/19,6,MSW-F,,5.5,Turf,Boston Beauties (IRE),6,10.70,FALSE,2,Todd Pletcher,Luis Saez,1:02.242,,,Zoffany (IRE),
8/9/19,6,MSW-F,,5.5,Turf,Indochine,7,3.65,FALSE,3,Chad Brown,"Irad Ortiz, Jr.",1:02.429,,,War Front,
8/9/19,6,MSW-F,,5.5,Turf,Love of My Heart,3,15.10,FALSE,4,Mark Casse,Tyler Gaffalione,1:02.615,,,Colonel John,
8/9/19,6,MSW-F,,5.5,Turf,Leaveuwithasmile,1,20.50,FALSE,5,Jeremiah Englehart,"Ricardo Santana, Jr.",1:02.615,,,Conveyance,
8/9/19,6,MSW-F,,5.5,Turf,Star Command,9,20.50,FALSE,6,Claude McGaughey III,Dylan Davis,1:02.802,,,Orb,
8/9/19,6,MSW-F,,5.5,Turf,Our Little Jewel,5,21.00,FALSE,7,Michael Trombetta,Joel Rosario,1:02.913,,,Hat Trick (JPN),
8/9/19,6,MSW-F,,5.5,Turf,She's Into Me,2,7.60,FALSE,8,Jorge Abreu,Jose Ortiz,1:03.100,,,Into Mischief,
8/9/19,6,MSW-F,,5.5,Turf,Divided Sky (IRE),8,2.30,TRUE,9,Wesley Ward,John Velazquez,1:03.137,,,Society Rock (IRE),
8/9/19,6,MSW-F,,5.5,Turf,La Negrita,10,38.50,FALSE,10,Rudy Rodriguez,Manuel Franco,1:03.659,,,Fed Biz,
8/10/19,3,MSW,,8.5,Turf,Decorated Invader,5,1.25,TRUE,1,Christophe Clement,Junior Alvarado,1:41.340,SAR 7/13 6,28,Declaration of War,
8/10/19,3,MSW,,8.5,Turf,Summer to Remember,1,2.50,FALSE,2,Todd Pletcher,Manuel Franco,1:41.853,,,Summer Front,
8/10/19,3,MSW,,8.5,Turf,Fame to Famous,6,4.30,FALSE,3,Edmund Davis,Luis Saez,1:41.853,SAR 7/27 7,14,Tapit,
8/10/19,3,MSW,,8.5,Turf,Glynn County,7,21.70,FALSE,4,James Toner,Kendrick Carmouche,1:42.169,,,Kitten's Joy,
8/10/19,3,MSW,,8.5,Turf,No Bad Days,8,30.00,FALSE,5,Nicholas Zito,Tyler Gaffalione,1:42.762,SAR 7/27 4,14,Carpe Diem,
8/10/19,3,MSW,,8.5,Turf,My Sacred Place,3,10.00,FALSE,6,Jason Servis,Jose Lezcano,1:43.394,MTH 7/13 6,28,Temple City,
8/10/19,3,MSW,,8.5,Turf,City Guy,2,53.00,FALSE,7,Philip Gleaves,Dylan Davis,1:43.434,BEL 7/6 5,35,Temple City,
8/10/19,3,MSW,,8.5,Turf,Yukon Eric,4,9.40,FALSE,8,Linda Rice,Jose Ortiz,1:46.397,,,Will Take Charge,
8/10/19,5,MSW,,6,Dirt,Tumbling Sky,7,2.05,FALSE,1,Steven Asmussen,"Ricardo Santana, Jr.",1:09.860,,,Competitive Edge,
8/10/19,5,MSW,,6,Dirt,Bellavia,8,22.80,FALSE,2,Jena Antonucci,Tyler Gaffalione,1:10.052,,,Honor Code,
8/10/19,5,MSW,,6,Dirt,Famished,5,11.60,FALSE,3,John Kimmel,Joel Rosario,1:10.323,,,Uncle Mo,
8/10/19,5,MSW,,6,Dirt,Irish Front,1,8.00,FALSE,4,Todd Pletcher,Manuel Franco,1:10.593,,,Summer Front,
8/10/19,5,MSW,,6,Dirt,Ajaaweed,3,6.00,FALSE,5,Kiaran McLaughlin,Luis Saez,1:10.631,,,Curlin,
8/10/19,5,MSW,,6,Dirt,Kittansett,2,1.50,TRUE,6,Chad Brown,Jose Ortiz,1:11.017,,,American Pharoah,
8/10/19,5,MSW,,6,Dirt,Social Afleet,4,43.00,FALSE,7,Dallas Stewart,Corey Lanerie,1:12.368,,,Northern Afleet,
8/10/19,5,MSW,,6,Dirt,Ghost of the Mambo,9,18.50,FALSE,8,William Mott,Junior Alvarado,1:12.715,,,Ghostzapper,
8/10/19,5,MSW,,6,Dirt,Good Scout,6,52.75,FALSE,9,D. Lukas,Rajiv Maragh,1:12.985,,,Oxbow,
8/10/19,7,MSW,,6,Dirt,Gozilla,6,0.60,TRUE,1,Steven Asmussen,"Ricardo Santana, Jr.",1:09.590,,,Flatter,
8/10/19,7,MSW,,6,Dirt,Ox Bridge,8,7.50,FALSE,2,Todd Pletcher,Manuel Franco,1:10.281,,,Oxbow,
8/10/19,7,MSW,,6,Dirt,Sprawl,2,10.70,FALSE,3,William Mott,Jose Ortiz,1:10.781,,,City Zip,
8/10/19,7,MSW,,6,Dirt,Prince of Caps,4,46.75,FALSE,4,Michelle Nevin,Eric Cancel,1:11.281,,,Awesome Again,
8/10/19,7,MSW,,6,Dirt,Cardiac Kid,7,5.70,FALSE,5,Kenneth McPeek,Julien Leparoux,1:11.704,SAR 7/13 6,28,American Pharoah,
8/10/19,7,MSW,,6,Dirt,Option Value,1,5.30,FALSE,6,Chad Brown,Luis Saez,1:12.088,,,Into Mischief,
